Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-02,17.352863884721213,17.395021614061225,17.23856870681436,17.273231506347656,234684800,0.0,0.0
2014-01-03,17.264793161842825,17.291023736553118,16.876626352833625,16.893802642822266,392467600,0.0,0.0
2014-01-06,16.783565770051904,17.075547671180352,16.66333675116646,16.985923767089844,412610800,0.0,0.0
2014-01-07,16.9981105019836,17.04932418274495,16.798250730543003,16.86445426940918,317209200,0.0,0.0
2014-01-08,16.826040293392005,17.036830560988978,16.822294497085128,16.97125244140625,258529600,0.0,0.0
2014-01-09,17.075556345630822,17.077430911949,16.71799449478333,16.754531860351562,279148800,0.0,0.0
2014-01-10,16.857890246756078,16.888181826274042,16.58558123830296,16.642728805541992,304976000,0.0,0.0
2014-01-13,16.548114337168276,16.941276268365613,16.547177054014096,16.729862213134766,378492800,0.0,0.0
2014-01-14,16.807622968848484,17.073374477127523,16.790134796470053,17.06275749206543,332561600,0.0,0.0
2014-01-15,17.28540751265547,17.494011344675382,17.227322652873017,17.405323028564453,391638800,0.0,0.0
2014-01-16,17.32849917924706,17.389394208443317,17.22794307894418,17.30820083618164,229278000,0.0,0.0
2014-01-17,17.22170949685398,17.240133285601967,16.86008656411075,16.884132385253906,426739600,0.0,0.0
2014-01-21,16.894123810321517,17.177675344882697,16.876323767218267,17.146448135375977,328526800,0.0,0.0
2014-01-22,17.203901763858266,17.40313609606321,17.10709477881559,17.222639083862305,379985200,0.0,0.0
2014-01-23,17.173615588900596,17.37847201550724,17.013415204878758,17.368478775024414,403239200,0.0,0.0
2014-01-24,17.30039895623922,17.350988897325006,17.01153896494431,17.05276107788086,429354800,0.0,0.0
2014-01-27,17.177673908937702,17.325382733611217,17.042768505933868,17.19110107421875,554878800,0.0,0.0
2014-01-28,15.887635210166941,16.08249834195687,15.67871783704397,15.817060470581055,1065523200,0.0,0.0
2014-01-29,15.737427654560378,15.84422787771504,15.570981546448294,15.637496948242188,502810000,0.0,0.0
2014-01-30,15.693392519136484,15.817057141840616,15.51102097284762,15.607202529907227,678501600,0.0,0.0
2014-01-31,15.463555264224407,15.66185397438555,15.412653464131656,15.632811546325684,464797200,0.0,0.0
2014-02-03,15.69558192045424,15.855470384615867,15.59221728885093,15.66185474395752,401464000,0.0,0.0
2014-02-04,15.79676420871648,15.909498363558503,15.700269068989208,15.888574600219727,376681200,0.0,0.0
2014-02-05,15.81893667688709,16.091245790007207,15.809255308903268,16.00724220275879,328344800,0.0,0.0
2014-02-06,16.023573561758667,16.131642217137127,15.952888443541074,16.100540161132812,257765200,0.108929,0.0
2014-02-07,16.379190690865823,16.427883910257815,16.2535308780959,16.32578468322754,370280400,0.0,0.0
2014-02-10,16.29374516824467,16.712508964793354,16.273011579577453,16.618263244628906,345559200,0.0,0.0
2014-02-11,16.669157172985635,16.89346012367662,16.63428521386951,16.837228775024414,282256800,0.0,0.0
2014-02-12,16.868328618883396,16.950321761018255,16.751778935066323,16.835969924926758,308100800,0.0,0.0
2014-02-13,16.796384660542202,17.116505334311267,16.78193423307122,17.10331153869629,307398000,0.0,0.0
2014-02-14,17.04173864458109,17.152006845009232,17.002157252935717,17.089488983154297,272924400,0.0,0.0
2014-02-18,17.152634600387014,17.315677992320513,17.14038201866968,17.152320861816406,260251600,0.0,0.0
2014-02-19,17.113363944229526,17.180592913692823,16.786648030765047,16.881521224975586,313768000,0.0,0.0
2014-02-20,16.743920556479882,16.869895795470534,16.61857447225339,16.68611717224121,305858000,0.0,0.0
2014-02-21,16.737637887277277,16.793557164351636,16.4803488138761,16.500768661499023,278784800,0.0,0.0
2014-02-24,16.434794589600674,16.647474028066984,16.411861483109167,16.57301902770996,288909600,0.0,0.0
2014-02-25,16.630515172967417,16.63648291629112,16.367256657249587,16.400556564331055,231952000,0.0,0.0
2014-02-26,16.44924500910688,16.492911697415455,16.197609992421373,16.252586364746094,276217200,0.0,0.0
2014-02-27,16.245996220808316,16.611667767251785,16.2117534160747,16.576797485351562,301882000,0.0,0.0
2014-02-28,16.621095058053516,16.73638981655964,16.402446064852214,16.531877517700195,371968800,0.0,0.0
2014-03-03,16.44328211457024,16.670413744887558,16.42411889515302,16.57962417602539,238781200,0.0,0.0
2014-03-04,16.68140765659519,16.732927886849314,16.579935888782252,16.688945770263672,259140000,0.0,0.0
2014-03-05,16.67889926857291,16.79921719460298,16.622664555062634,16.724136352539062,200062800,0.0,0.0
2014-03-06,16.737641934667607,16.789477590301168,16.5903055931856,16.673555374145508,185488800,0.0,0.0
2014-03-07,16.68423439333087,16.712194033278653,16.52590213163556,16.663814544677734,220729600,0.0,0.0
2014-03-10,16.59847317879685,16.75460593232709,16.597844023913776,16.678895950317383,178584000,0.0,0.0
2014-03-11,16.821202256008913,16.92455644322968,16.731353924138162,16.841306686401367,279224400,0.0,0.0
2014-03-12,16.791680075375815,16.880897616333698,16.712827654075642,16.857650756835938,199326400,0.0,0.0
2014-03-13,16.883718788032514,16.95345933550723,16.62360104167762,16.67041015625,257742800,0.0,0.0
2014-03-14,16.611985438743993,16.677957799670992,16.430092515955216,16.483184814453125,237199200,0.0,0.0
2014-03-17,16.577741798837494,16.649052739409118,16.51962297961244,16.547582626342773,199544800,0.0,0.0
2014-03-18,16.521188948562198,16.71187821837226,16.499198730017085,16.693971633911133,209647200,0.0,0.0
2014-03-19,16.720985260565477,16.84601589965089,16.618570632843962,16.6895694732666,224756000,0.0,0.0
